Id,Source,Sink,Label,Jacard_similarity,Reciprocated,Same_Follows,Same_Followers,Following_followers,Followers_following
11387,4473002,3017354,False,0.009966777408637873,0,1,2,0,2
2635,4419462,778482,True,0.004640371229698376,0,0,2,4,0
913,1119602,1759823,True,0.006910167818361303,1,13,6,7,6
14013,4773754,1268798,False,0.0,0,0,0,0,0
3952,1812598,4348895,True,0.022123893805309734,0,0,0,15,0
2395,597128,2798862,True,0.006578947368421052,0,0,2,2,0
3580,1974922,20388,True,0.0005444950890479077,1,1,443,0,414
1679,4705108,2894696,True,0.0018867924528301887,0,0,1,1,0
10997,1988566,1874276,False,0.00035265075819913014,0,0,2,5,0
2681,1852241,121033,True,0.09803921568627451,0,0,4,2,0
13985,1289776,4194337,False,0.0,0,0,0,0,0
1896,3940664,2449540,True,0.1270718232044199,1,11,88,8,18
9491,3262820,2882892,True,0.05263157894736842,0,0,1,0,0
18840,36596,4695945,False,0.0,0,0,0,0,0
4662,3102678,4762015,True,0.01721170395869191,1,6,11,4,9
5969,3974708,261556,True,0.0030303030303030303,0,1,17,5,0
15302,910800,41096,False,0.0,0,0,0,0,0
3688,2230793,3545861,True,0.0,0,0,0,0,0
4473,1242514,3418202,True,0.0,0,0,1,1,0
16708,4523663,2368966,False,0.0,0,0,0,0,0
18050,495613,4370246,False,0.0,0,0,0,0,0
9632,4652529,1367416,True,0.0,0,0,0,0,0
4485,754891,2893396,True,0.09814323607427056,0,19,91,15,29
10430,2945836,3369010,False,0.0,0,0,30,39,0
18153,933039,1540668,False,0.0,0,0,0,0,0
6131,4026715,3462048,True,0.0,0,0,0,0,0
17652,4397730,3220040,False,0.0,0,0,0,0,0
16154,1140217,4601930,False,0.00021179709837975219,0,2,2,2,2
15342,2411715,1502814,False,0.002840909090909091,0,0,1,1,0
11228,2501796,973236,False,0.0,0,0,0,0,0
9499,2502650,1255879,True,0.020202020202020204,0,0,4,3,0
9043,4634440,1786334,True,0.004092071611253197,0,0,8,8,0
378,2770464,2877896,True,0.0,0,0,0,0,0
4040,3016941,4476596,True,0.03776223776223776,0,27,11,35,3
910,1562347,3239729,True,0.0,0,0,0,0,0
1182,4780388,1509374,True,0.007246376811594203,0,0,1,1,0
3743,1405044,2022033,True,0.0,0,0,0,0,0
6448,4809156,545743,True,0.0,0,0,0,0,0
14214,1464668,2740003,False,0.012455516014234875,0,0,6,3,0
12261,3722127,1044001,False,0.0,0,0,0,0,0
14762,3337897,1139401,False,0.0074309978768577496,0,19,11,9,10
7264,4781379,3759637,True,0.007352941176470588,0,0,1,1,0
15971,4834640,1846144,False,0.0,0,0,0,0,0
8415,3385797,3041959,True,0.015552099533437015,0,0,10,1,0
13004,4641648,3586277,False,0.013157894736842105,0,1,0,1,0
4024,3144724,3670317,True,0.006369426751592357,1,34,19,28,19
16756,2898122,1102825,False,0.0,0,0,0,0,0
18214,1711569,2791353,False,0.0045871559633027525,0,2,1,2,1
2862,3726335,1690853,True,0.0,0,0,69,4,0
18581,2985668,4180743,False,0.005263157894736842,0,1,4,2,0
14158,3688251,3713994,False,0.0,0,0,0,0,0
2341,643494,4334497,True,0.0008375209380234506,0,0,1,1,0
6094,4357485,1004548,True,0.027496382054992764,0,0,16,18,0
17864,1728268,3567109,False,0.0031545741324921135,0,1,0,1,0
80,4118980,1748454,True,0.0379746835443038,0,0,7,8,0
19966,3974654,2696244,False,0.0,0,0,0,0,0
11967,4633050,1517829,False,0.0,0,0,0,0,0
17430,652876,1229296,False,0.009523809523809525,0,0,1,0,0
16823,1322754,3377456,False,0.0,0,0,3,4,0
17847,4544880,1082131,False,0.0,0,0,0,0,0
15340,1254191,2555183,False,0.0028735632183908046,0,0,1,1,0
8286,2873383,1588708,True,0.007189395641428892,0,0,96,94,0
18306,2862491,2602975,False,0.0,0,0,0,0,0
18010,1034159,4202015,False,0.0,0,0,0,0,0
19743,1203372,1363614,False,0.0,0,0,0,0,0
18612,2635700,15152,False,0.002635046113306983,0,2,1,4,1
8954,1094103,2883120,True,0.05426356589147287,1,1,5,0,6
4922,219645,4219994,True,0.11304347826086956,0,13,29,31,5
16149,3757473,1377089,False,0.0035650623885918,0,0,1,2,0
4677,590152,647151,True,0.0,0,0,0,0,0
10691,3602079,627071,False,0.0,0,0,0,0,0
10319,2062316,3302655,False,0.0,0,0,0,0,0
19785,4093081,620471,False,0.0,0,0,0,0,0
11716,4441141,1365355,False,0.002607561929595828,0,0,2,0,0
8053,1059358,2853045,True,0.09411764705882353,1,11,43,7,20
18160,932921,2584690,False,0.0,0,0,5,0,0
10222,4139305,530105,False,0.0,0,0,0,0,0
7097,1541973,3160187,True,0.009696186166774402,0,0,15,10,0
7164,3874553,1683082,True,0.006493506493506494,0,0,1,0,0
3082,3671138,3991711,True,0.0,0,0,0,0,0
4776,3486389,988791,True,0.028037383177570093,0,0,5,6,0
19662,602106,2478265,False,0.0,0,0,0,0,0
9792,3070965,2500371,True,0.009512485136741973,0,0,5,7,0
8963,2869488,2160169,True,0.014084507042253521,0,0,2,1,0
11880,2510530,700168,False,0.0036231884057971015,0,0,0,2,0
10332,4766814,665640,False,0.01962809917355372,0,0,18,7,0
18661,4114513,3046606,False,0.001968503937007874,0,0,0,0,1
19388,3889805,1339383,False,0.0,0,0,0,0,0
13930,2289638,2815099,False,0.0,0,0,0,0,0
2942,3618010,3969794,True,0.0033444816053511705,0,0,1,1,0
513,4250073,944291,True,0.030303030303030304,0,0,7,11,0
2520,4490901,2195972,True,0.011904761904761904,0,0,8,8,0
6236,975757,3804293,True,0.0011025358324145535,0,0,1,1,0
4295,1372390,3055409,True,0.07258064516129033,1,34,10,11,10
4550,2364188,3684602,True,0.000741839762611276,0,0,3,3,0
9091,2958869,1637107,True,0.00709849157054126,0,0,16,15,0
5653,1728350,2132818,True,0.0,0,0,0,0,0
3919,4708030,2598647,True,0.001784121320249777,0,0,2,2,0
13128,4483933,3860735,False,0.0,0,0,0,0,0
11728,166844,3554524,False,0.0,0,0,0,0,0
1367,3510459,3590547,True,0.125,1,1,1,1,1
13815,3402297,2798026,False,0.0,0,0,0,0,0
8521,4550417,3837950,True,0.0,0,0,1,0,0
1412,84726,3975181,True,0.0,0,0,0,0,0
5005,4810631,2454421,True,0.0,0,0,0,0,0
1117,3071608,1755012,True,0.02127659574468085,0,0,20,13,0
13736,1494528,3853976,False,0.0,0,0,0,0,0
17806,88567,4687539,False,0.0034482758620689655,0,3,14,8,1
11932,289641,849399,False,0.0,0,0,0,0,0
1196,2833416,4256188,True,0.0,0,0,0,0,0
12456,2583065,667165,False,0.0005339028296849973,0,0,1,1,0
2633,179199,1962216,True,0.008547008547008548,0,0,7,5,0
5882,4507374,1044186,True,0.022321428571428572,0,0,5,3,0
18936,982493,215518,False,0.0,0,0,0,0,0
14787,4217908,4457073,False,0.0,0,0,0,0,0
512,2774509,2651263,True,0.0,0,0,0,0,0
15533,888120,152525,False,0.0065609622744669215,0,0,12,12,0
7218,2425589,4024790,True,0.0,0,0,2,0,0
8463,1208218,4174940,True,0.018518518518518517,0,0,1,1,0
7703,853550,3376555,True,0.003290306251581878,1,33,28,24,29
16158,4644512,216036,False,0.0,0,0,0,0,0
17667,3845547,1172693,False,0.0,0,0,0,0,0
2067,2224929,2449606,True,0.005272407732864675,0,0,0,3,0
13759,597622,4508008,False,0.01557632398753894,0,0,3,3,0
9796,4655006,1867881,True,0.0,0,0,0,0,0
6634,4014075,2071148,True,0.0032085561497326204,0,0,3,3,0
13631,764964,4339644,False,0.0,0,0,0,0,0
5732,226479,1332628,True,0.021245774987928536,0,0,88,86,0
9911,4339556,4482088,True,0.014925373134328358,0,0,19,22,0
17397,436155,1305670,False,0.0,0,0,0,0,0
8322,4110352,1730271,True,0.0017452006980802793,0,0,1,1,0
4817,3414493,1951162,True,0.005333333333333333,0,0,8,8,0
11866,1597074,1766372,False,0.0,0,0,0,0,0
9537,3449952,1482819,True,0.05483028720626632,1,19,4,2,7
19371,3687759,4375245,False,0.0,0,0,0,0,0
700,3066129,4085192,True,0.056179775280898875,0,0,5,5,0
761,789061,565279,True,0.0,0,0,0,0,0
10061,1490563,1936972,False,0.004830917874396135,0,0,1,1,0
5504,2878646,3177976,True,0.05415162454873646,0,30,29,30,3
1166,1972341,38282,True,0.004045853000674309,0,0,6,5,0
16081,1993854,3893892,False,0.0,0,0,0,0,0
12760,3111524,1280622,False,0.0,0,0,0,0,0
7574,4108056,981350,True,0.029005524861878452,0,0,20,17,0
15854,3216506,119228,False,0.0014903129657228018,0,0,1,0,0
18020,973363,2636138,False,0.0,0,0,0,0,0
4090,3164094,1325975,True,0.0,0,0,0,0,0
1685,182979,4504073,True,0.02120277563608327,0,0,43,53,0
14749,3374895,351669,False,0.0,0,0,0,0,0
12338,4472299,3746648,False,0.0,0,0,0,0,0
12026,2186076,1631640,False,0.0,0,0,0,0,0
1722,4669546,2452336,True,0.0041841004184100415,0,0,2,2,0
10655,4831688,271444,False,0.0,0,0,0,0,0
10765,3959449,700550,False,0.0,0,0,0,0,0
18908,3441887,3108028,False,0.004219409282700422,0,1,0,0,0
7201,2915378,4261046,True,0.0,0,0,0,0,0
16434,948829,4011537,False,0.0,0,0,0,0,0
18377,3445194,3072868,False,0.0,0,0,0,0,0
2775,4572486,548819,True,0.002347877127763647,0,0,11,12,0
3676,597807,2791673,True,0.13513513513513514,1,17,18,16,12
1250,4450838,2096344,True,0.022857142857142857,0,0,3,4,0
3948,2438668,1530657,True,0.0007022471910112359,0,0,1,1,0
11073,56401,2277743,False,0.0049504950495049506,0,0,2,3,0
14640,2756069,2731128,False,0.0,0,0,0,0,0
6204,1786404,3020252,True,0.056179775280898875,1,24,2,0,21
3187,834361,1060372,True,0.0,0,0,0,0,0
15666,2850334,3141838,False,0.0,0,0,0,0,0
302,1571064,1530783,True,0.1323529411764706,0,0,9,2,0
8576,3114061,2619266,True,0.011235955056179775,0,0,2,2,0
10111,3170132,3583627,False,0.0,0,0,0,0,0
1390,863783,729282,True,0.012903225806451613,0,0,2,2,0
11303,3065239,3474197,False,0.0,0,0,1,0,0
2731,4601930,640082,True,0.027972027972027972,0,0,7,7,0
14185,411220,2811976,False,0.0,0,0,0,0,0
7475,4581556,4204957,True,0.041401273885350316,1,7,11,6,11
18604,1062726,4817710,False,0.0,0,0,0,0,0
13669,2461921,2924704,False,0.0006263701847792045,0,0,2,2,0
1338,532545,3575304,True,0.02234258632362898,0,0,56,56,0
7466,3531100,938939,True,0.0008305647840531562,0,0,1,1,0
19863,1435255,524838,False,0.0,0,0,0,0,0
354,2215504,3769573,True,0.19230769230769232,0,0,5,5,0
18877,3185687,4335600,False,0.0,0,0,0,0,0
13754,855629,1459284,False,0.0,0,0,0,0,0
6774,1031956,4839415,True,0.012048192771084338,0,4,36,33,1
1920,4480532,3769299,True,0.05755395683453238,0,0,6,8,0
1594,1192490,1787627,True,0.0,0,0,0,0,0
4425,3049799,2956822,True,0.008547008547008548,0,0,1,0,0
15545,4079269,359062,False,0.022292993630573247,0,0,7,0,0
13655,3378280,790635,False,0.0006472330785890319,0,0,18,24,0
8541,433740,1874726,True,0.0,0,0,0,0,0
13505,303310,3652725,False,0.0,0,0,0,0,0
7972,3984045,3317176,True,0.006548175865294668,0,0,6,6,0
2327,2177488,1276101,True,0.029748283752860413,0,0,13,1,0
18343,2231122,2604713,False,0.0,0,0,0,0,0
19357,1934540,1461200,False,0.0072992700729927005,0,4,11,2,4
5970,2735886,2652817,True,0.009411764705882352,0,0,4,2,0
12310,410127,163735,False,0.007936507936507936,0,0,1,0,0
5677,2719825,1973173,True,0.005272407732864675,0,3,1,0,0
7831,731408,2815641,True,0.0,0,0,0,0,0
10488,4042334,2706025,False,0.014910536779324055,0,0,14,14,0
18325,2796427,4283855,False,0.0,0,0,3,1,0
10076,3246044,2268771,False,0.004662004662004662,0,4,3,12,0
14350,2884416,3461116,False,0.0,0,0,0,0,0
1474,2722351,2285539,True,0.01509433962264151,0,0,9,12,0
1101,2238031,2260798,True,0.002797202797202797,0,0,2,1,0
13420,2399545,1724789,False,0.0,0,0,0,0,0
16494,3249409,4155098,False,0.0,0,0,0,0,0
4573,3863836,2407504,True,0.0091324200913242,0,0,8,6,0
6050,1245249,2791673,True,0.06614785992217899,0,17,15,20,7
4733,3215630,14815,True,0.010869565217391304,0,0,8,5,0
9340,2349149,1333462,True,0.025404157043879907,0,11,5,8,2
15337,813682,1493031,False,0.0,0,0,0,0,0
8082,4544880,893888,True,0.009523809523809525,0,0,2,5,0
19569,1392,3126931,False,0.0,0,0,0,0,0
2146,3167815,856916,True,0.0009956853634251576,0,6,0,5,0
1265,669495,4187899,True,0.04565217391304348,0,20,32,32,9
17716,62907,2165440,False,0.0,0,0,0,0,0
2790,4360409,4327572,True,0.016260162601626018,0,2,5,8,0
282,2133283,2816352,True,0.012453300124533,0,20,4,14,0
6504,317326,4688215,True,0.006224066390041493,0,0,3,2,0
9246,4286711,916482,True,0.0,0,0,0,0,0
19881,1937788,1485123,False,0.0034129692832764505,0,0,2,0,0
13650,2693646,932451,False,0.0,0,0,0,0,0
8655,1635105,4482122,True,0.0003297272684451004,0,0,20,19,0
3211,2020852,4822680,True,0.014446227929373997,0,0,8,6,0
19899,4413988,1356884,False,0.0,0,0,0,0,0
15145,4724359,4007276,False,0.0,0,0,0,1,0
13346,502264,1684946,False,0.0,0,0,0,0,0
14,3847831,3108490,True,0.0,0,0,0,2,0
6966,233039,2694853,True,0.002145922746781116,0,0,2,2,0
10024,2696976,4171365,False,0.0,0,0,0,0,0
18622,4634375,4685098,False,0.0,0,0,0,0,0
9611,4665099,1958117,True,0.008595988538681949,0,0,1,2,0
10685,4773275,4012234,False,0.0006370779358674878,0,0,2,3,0
5990,849289,206775,True,0.02976190476190476,0,4,1,0,1
4718,2912811,2809624,True,0.0016313213703099511,0,0,5,6,0
10254,4666111,492588,False,0.0,0,0,0,0,0
8691,2502458,2025015,True,0.20512820512820512,1,9,11,5,13
18144,812338,871525,False,0.0,0,0,0,0,0
12665,1084494,4057981,False,0.0,0,0,0,0,0
15044,3050887,3084636,False,0.0,0,0,0,0,0
11999,570340,3643260,False,0.0,0,0,0,0,0
9626,1833422,3485174,True,0.01321767864518794,0,0,28,30,0
10818,2004945,3248799,False,0.0,0,0,0,0,0
15698,1005255,654397,False,0.0,0,0,0,0,0
19908,3488853,908163,False,0.006470165348670022,0,0,7,8,0
4174,3260407,2243791,True,0.0,0,0,0,0,0
10826,1483731,2564570,False,0.0013020833333333333,0,0,1,0,0
1895,3506025,1488516,True,0.012738853503184714,0,0,2,2,0
11256,2350820,149736,False,0.0,0,0,0,0,0
1147,4834600,1092749,True,0.00980392156862745,0,0,19,15,0
8816,2544194,1994470,True,0.0,0,0,0,0,0
609,2656253,3566886,True,0.00558659217877095,0,0,1,1,0
18400,2563752,417274,False,0.007042253521126761,0,0,7,5,0
7779,1771597,1247043,True,0.0,0,0,0,0,0
8353,3846603,3760877,True,0.013083296990841693,0,0,19,30,0
6385,2397416,849289,True,0.005319148936170213,1,1,1,1,0
1936,3006223,880924,True,0.02631578947368421,0,0,1,1,0
18765,3807177,1046486,False,0.002386634844868735,0,0,2,0,0
346,2224519,1806634,True,0.0,0,0,0,0,0
15788,712844,780440,False,0.0,0,0,0,0,0
848,4010703,3097604,True,0.0021375694710078076,1,95,21,24,21
1592,4219258,4058663,True,0.0,0,0,0,0,0
16545,4108731,4815077,False,0.0,0,0,0,0,0
19283,3680790,3571592,False,0.0,0,0,0,0,0
17632,4558379,2770999,False,0.006745362563237774,0,0,4,4,0
15819,1932909,3263515,False,0.0017482517482517483,0,0,1,1,0
12436,2146385,3256661,False,0.0,0,0,0,0,0
13278,2736171,572548,False,0.0031520882584712374,0,0,4,1,0
2104,731172,2589603,True,0.03314121037463977,1,21,12,10,16
2381,748601,2124082,True,0.07692307692307693,0,0,12,3,0
11876,4198371,477516,False,0.0,0,0,0,0,0
2285,2987378,281694,True,0.038461538461538464,0,0,1,1,0
10016,3999593,3270329,False,0.01984978540772532,0,0,32,37,0
14201,4711586,1042163,False,0.0011996161228406909,0,6,7,3,7
15272,938662,1039966,False,0.0,0,0,0,0,0
13147,2989179,922845,False,0.0,0,0,0,0,0
5761,4588225,2194084,True,0.018779342723004695,0,4,3,6,1
1262,2084573,2124834,True,0.01792573623559539,0,0,11,13,0
6528,44172,1650893,True,0.0,0,0,0,0,0
15023,1632644,452726,False,0.0,0,0,0,0,0
3236,3738408,1768095,True,0.023058252427184466,0,57,17,65,5
1737,585573,4179199,True,0.026171637248934874,0,0,40,40,0
7995,20077,1752997,True,0.01309328968903437,0,8,1,3,0
8371,4473991,3108490,True,0.0,0,0,1,2,0
7061,1772905,4336102,True,0.03867403314917127,0,0,7,6,0
14063,3163676,1289611,False,0.004137931034482759,0,1,18,0,3
3220,4204957,4709984,True,0.001557632398753894,0,0,0,1,0
1864,2882556,2523701,True,0.010121457489878543,0,0,18,19,0
2311,3503651,2027398,True,0.0,0,0,1,4,0
12507,3286290,2860635,False,0.004219409282700422,0,6,5,3,6
3493,1637898,573723,True,0.06097560975609756,1,2,4,1,4
16503,4047213,2772598,False,0.0,0,0,0,0,0
12612,2275276,1814713,False,0.0,0,0,0,0,0
5886,3191384,1124836,True,0.029498525073746312,0,0,20,17,0
16867,2488181,3805025,False,0.0032017075773745998,0,0,3,1,0
16678,769445,2148704,False,0.0,0,0,0,0,0
7878,342940,1431622,True,0.0,0,0,0,0,0
17262,3023581,2731044,False,0.0,0,0,0,0,0
13141,3594284,1380657,False,0.0,0,0,0,0,0
3538,1495212,2805661,True,0.006142506142506142,1,17,17,8,16
13825,2338701,1996729,False,0.0,0,0,0,0,0
11961,2945451,876888,False,0.0,0,0,0,0,0
946,3236313,4270011,True,0.057247259439707675,0,0,46,33,0
13097,2338838,641097,False,0.0058823529411764705,0,1,0,0,0
17759,1207748,2339314,False,0.0,0,0,0,0,0
4822,181477,4751012,True,0.05714285714285714,0,7,73,46,7
16156,1167211,709848,False,0.009615384615384616,0,4,46,3,51
5887,1470834,1208601,True,0.06666666666666667,0,0,3,4,0
5068,3348159,2116519,True,0.0,0,0,0,0,0
6049,2994613,2892880,True,0.0,0,0,0,0,0
11559,1191090,3127671,False,0.0,0,0,0,0,0
9699,1981615,1865592,True,0.11498257839721254,1,14,170,9,26
16019,3663160,1992819,False,0.0029985007496251873,0,0,2,0,0
18491,3151233,3748195,False,0.0,0,0,0,0,0
11920,3092956,1624661,False,0.0,0,0,0,0,0
1460,1391176,1058274,True,0.015406162464985995,0,0,11,10,0
15246,1525059,1629964,False,0.00974025974025974,0,3,2,4,1
3758,3668616,2238637,True,0.16455696202531644,1,10,15,13,10
19086,684445,2810556,False,0.0007571084067074196,0,23,8,4,8
16855,2500674,984618,False,0.0,0,0,0,0,0
16031,155232,3404257,False,0.00303951367781155,0,0,0,1,0
17699,760372,4161692,False,0.0,0,0,0,0,0
10998,3234845,1073056,False,0.0,0,0,0,0,0
4306,2299644,4026881,True,0.0,0,0,0,0,0
5718,2544154,783972,True,0.018726591760299626,1,4,4,3,3
15318,1645806,1689039,False,0.0,0,0,2,3,0
466,3032011,2397416,True,0.12048192771084337,1,10,4,7,4
6392,2205192,4530261,True,0.0,0,0,0,0,0
19769,3221949,18169,False,0.0,0,0,0,0,0
3691,2412855,2575305,True,0.0013513513513513514,0,0,1,0,0
15424,4177607,1005133,False,0.007633587786259542,0,0,1,1,0
3508,3109437,2017294,True,0.004545454545454545,0,0,1,1,0
14257,4314087,2580986,False,0.0,0,0,0,0,0
18710,1398494,614029,False,0.0,0,0,0,0,0
17778,76456,1262991,False,0.0,0,0,0,0,0
8195,297147,2236295,True,0.0,0,0,0,0,0
19165,2612876,1019118,False,0.0,0,0,0,0,0
12871,3329224,2842619,False,0.0,0,0,0,0,0
15037,1537260,3410405,False,0.017406962785114045,0,0,28,29,0
16964,1050801,3580034,False,0.0,0,0,0,0,0
15434,4101407,1049816,False,0.0,0,0,0,0,0
17732,2881419,3722539,False,0.0,0,0,0,0,0
12495,613826,1000011,False,0.0,0,0,0,0,0
19161,4429743,3673582,False,0.0,0,0,0,0,0
13481,1927607,3185900,False,0.006920415224913495,0,0,27,0,4
8490,3895062,1308712,True,0.04325842696629213,0,0,72,69,0
8737,66062,2970186,True,0.0,0,0,0,0,0
6949,217062,1054633,True,0.0029940119760479044,0,1,24,32,0
5333,598949,274948,True,0.0,1,0,1,0,0
17316,3719611,4538043,False,0.0,0,0,0,0,0
2310,3684165,3763052,True,0.009708737864077669,0,0,0,2,0
17215,3817210,4421155,False,0.0,0,0,0,0,0
15988,1681922,1491561,False,0.0,0,0,0,0,0
13091,1380611,4149030,False,0.0,0,0,1,0,0
3887,1629057,3822453,True,0.0005847953216374269,0,0,1,1,0
751,4758605,833602,True,0.024630541871921183,0,0,4,1,0
6823,4441403,4193476,True,0.14432989690721648,0,14,8,10,7
15255,2071686,1140769,False,0.0,0,0,0,0,0
1047,4261228,3655190,True,0.06273062730627306,0,21,94,22,21
12766,3003773,1729215,False,0.003816793893129771,0,2,0,0,0
4070,3055042,3935217,True,0.1875,1,11,9,9,8
5562,1244995,265255,True,0.0,0,0,0,0,0
3562,289826,2575682,True,0.030303030303030304,0,0,5,6,0
10499,4450838,2997643,False,0.0,0,0,0,0,0
6991,2124832,654634,True,0.002657218777679362,0,0,3,3,0
10300,3316377,3821960,False,0.002898550724637681,0,0,1,0,1
306,1896479,1246433,True,0.009345794392523364,1,1,1,1,1
2001,2671829,483788,True,0.0,0,0,0,0,0
7004,1969938,2701437,True,0.01020408163265306,0,0,17,17,0
18151,3338937,702754,False,0.0,0,0,0,0,0
16253,2004939,115942,False,0.0014111006585136407,0,3,0,2,0
7781,1472487,848229,True,0.15355805243445692,1,41,8,8,10
18009,3809313,215517,False,0.002325581395348837,0,1,0,0,0
6490,2343371,4531813,True,0.0058823529411764705,0,0,1,1,0
11131,4150940,4839415,False,0.0,0,0,0,0,0
11267,3642177,2842389,False,0.008403361344537815,0,0,0,1,0
68,1320102,724120,True,0.10243277848911651,1,72,25,22,38
16930,752906,1660973,False,0.0,0,0,0,0,0
9955,3777696,4642368,True,0.4146341463414634,1,11,15,10,15
7584,1651312,475023,True,0.04918032786885246,0,0,5,5,0
11326,1762266,376443,False,0.0,0,0,0,0,0
12169,4629375,1809771,False,0.01090909090909091,0,0,3,6,0
12019,2486379,4445347,False,0.0016987542468856172,0,3,1,0,1
4145,4743021,2691474,True,0.006993006993006993,0,0,1,1,0
6947,4217739,3974954,True,0.0008507018290089324,0,0,2,2,0
6183,285661,347285,True,0.0,0,0,0,0,0
6077,810996,4198273,True,0.0,0,0,0,0,0
2026,3490649,2949416,True,0.0,0,0,0,0,0
9997,720811,499801,True,0.05172413793103448,0,0,3,2,0
5873,4226190,728774,True,0.02327173169062286,0,0,58,65,0
7892,3768893,2295986,True,0.0024449877750611247,0,0,1,5,0
1383,799693,1251354,True,0.014925373134328358,0,0,1,2,0
8574,1503116,4619544,True,0.0,0,0,0,0,0
10404,3211939,4806630,False,0.002898550724637681,0,0,0,2,0
18811,2328134,3385771,False,0.0,0,0,0,0,0
18447,4345638,665105,False,0.0,0,0,0,0,0
10522,4574560,3293416,False,0.0,0,0,0,0,0
10171,2086863,20388,False,0.00021648685137587234,0,152,64,77,61
10427,3321075,177191,False,0.0,0,0,0,0,0
3540,1865575,2733484,True,0.0,0,0,0,0,0
12462,3749748,2902088,False,0.0,0,0,0,0,0
1793,4047936,895238,True,0.02534562211981567,0,0,9,6,0
438,4830499,3200772,True,0.014884979702300407,0,0,11,9,0
13547,2511383,4822538,False,0.0,0,0,0,0,0
12085,1152169,3538791,False,0.006097560975609756,0,6,2,4,2
5944,333226,3579647,True,0.014778325123152709,0,0,3,2,0
1758,1640379,13823,True,0.15,0,0,3,0,0
15876,3278285,1584309,False,0.0,0,0,0,0,0
7262,3953964,1096690,True,0.0021008403361344537,0,0,0,1,0
4741,2945836,1690853,True,0.0,0,0,85,118,0
5656,728357,2242234,True,0.00026867275658248256,0,0,1,1,0
18682,620504,1849950,False,0.0,0,0,0,0,0
3391,245819,4413794,True,0.018504811250925242,0,0,25,7,0
1781,4187830,4784240,True,0.007936507936507936,0,0,1,0,0
17097,3821322,4492791,False,0.0,0,0,0,0,0
5962,1682648,3639226,True,0.025510204081632654,0,0,15,12,0
7588,214935,1828730,True,0.0,0,0,0,0,0
3624,2777750,3797099,True,0.0,0,0,0,0,0
1551,3649026,2746910,True,0.002183406113537118,0,0,0,1,0
17600,3511222,1710958,False,0.002544529262086514,0,0,2,1,0
10161,4351173,2277901,False,0.002657218777679362,0,3,0,0,0
19953,2378469,492658,False,0.01002004008016032,0,4,7,4,4
5270,4123907,113182,True,0.10803324099722991,1,27,104,29,36
4653,3881284,94051,True,0.043478260869565216,0,0,2,1,0
949,2531417,4708852,True,0.0,0,0,0,0,0
430,1214554,4379876,True,0.01910828025477707,0,0,2,3,0
8466,3252019,2677273,True,0.014285714285714285,0,0,1,1,0
3984,4076434,4334718,True,0.007407407407407408,0,1,5,5,0
11610,244480,3560130,False,0.0,0,0,0,0,0
5991,2869878,26722,True,0.13636363636363635,0,0,2,3,0
10307,136846,1839590,False,0.0,0,0,0,0,0
732,719934,1345708,True,0.0,0,0,0,0,0
12794,1138535,14202,False,0.001589825119236884,0,1,3,1,0
18399,176923,3194285,False,0.0024330900243309003,0,0,1,1,0
16908,155655,4548012,False,0.0048638132295719845,0,0,4,5,0
11573,4347620,833914,False,0.0,0,0,0,0,0
16535,4193512,1820877,False,0.0,0,0,0,0,0
15956,4310719,1224127,False,0.0,0,0,0,0,0
6299,4784203,3037950,True,0.0,0,0,0,0,0
12570,2456431,1534974,False,0.0,0,0,0,0,0
2667,3235989,2361505,True,0.0,0,0,0,0,0
19782,4076988,4010424,False,0.0,0,0,0,0,0
12387,3791630,118492,False,0.0,0,0,0,0,0
15849,786840,2203840,False,0.0,0,0,0,0,0
9672,4530892,263169,True,0.014285714285714285,0,0,1,0,0
13733,3157208,4359278,False,0.0,0,0,0,0,0
14611,1490603,4484587,False,0.0011111111111111111,0,0,1,0,0
9960,259166,437391,True,0.016216216216216217,0,3,0,3,0
12446,2421029,491960,False,0.00338409475465313,0,0,1,2,0
12969,392133,1598155,False,0.0,0,0,0,0,0
12434,1776382,4466822,False,0.0,0,0,3,0,0
10091,2642348,4040763,False,0.0,0,0,0,0,0
3047,1103264,4608420,True,0.0,0,0,0,0,0
2236,3481117,3711578,True,0.022328548644338118,0,14,7,13,2
9979,2770408,968841,True,0.017142857142857144,0,0,1,3,0
19511,1094486,2789408,False,0.0,0,0,0,0,0
16996,3206172,4567857,False,0.0,0,0,0,0,0
10620,3194471,3425872,False,0.0007077140835102619,0,2,1,2,1
7286,3927409,3336282,True,0.0017331022530329288,0,0,1,0,0
14844,1449111,909465,False,0.0,0,0,0,0,0
361,4214037,2566657,True,0.031496062992125984,0,0,4,4,0
7793,335010,1687276,True,0.02498240675580577,0,132,58,78,53
3310,1360298,1437899,True,0.023076923076923078,0,6,1,3,1
3222,3055146,1858362,True,0.029166666666666667,0,0,5,3,0
12926,4170044,3436823,False,0.0,0,0,0,0,0
8980,3399477,1518579,True,0.0,0,0,0,0,0
4394,3480282,2135398,True,0.03333333333333333,0,0,13,15,0
6887,2605892,2651013,True,8.968475807536509e-05,1,6,2,3,2
6123,3344278,4099378,True,0.08513931888544891,0,0,49,35,0
19575,473578,3401906,False,0.0,0,0,0,0,0
16178,3925458,3241571,False,0.0,0,0,0,0,0
6362,2505028,532201,True,0.14285714285714285,0,0,3,3,0
2868,2746983,3339447,True,0.0009603380389897244,0,0,20,20,0
16654,3097323,1242327,False,0.0010887316276537834,0,0,2,0,0
